git_commit,timestamp,gpu_name,cuda_driver_api_version,cuda_runtime_version,kernel_name,n,dtype,block,first_stage_grid,warmup_count,iteration_count,group_count,min_us,median_us,p95_us,stddev_us,lower_bound_bandwidth_gbps,first_stage_partial_count,kernel_launch_count,static_shared_memory_bytes,gpu_result,cpu_double_reference,max_abs_error,normalized_error,tolerance
c9e2667,2026-08-23T17:58:58Z,NVIDIA GeForce RTX 3090,13.2,12.4,first_add_v2,1024,FP32,256,2,20,100,5,4.79232,4.9152,4.99302,0.0761899,0.833333,2,2,1024,2.8429,2.8429,4.44175e-07,8.70535e-10,0.00256116
c9e2667,2026-08-23T17:58:59Z,NVIDIA GeForce RTX 3090,13.2,12.4,warp_shuffle_v3,1024,FP32,256,2,20,100,5,4.80256,4.84352,4.90291,0.0369776,0.845666,2,2,1024,2.8429,2.8429,4.44175e-07,8.70535e-10,0.00256116
c9e2667,2026-08-23T17:58:59Z,NVIDIA GeForce RTX 3090,13.2,12.4,interleaved_v0,1025,FP32,256,5,20,100,5,5.888,5.89824,5.90643,0.00766297,0.695123,5,2,1024,2.4637,2.4637,1.49298e-06,2.92389e-09,0.00256306
c9e2667,2026-08-23T17:58:59Z,NVIDIA GeForce RTX 3090,13.2,12.4,sequential_v1,1025,FP32,256,5,20,100,5,5.2224,5.25312,5.28589,0.024576,0.780489,5,2,1024,2.4637,2.4637,5.39301e-07,1.05619e-09,0.00256306
c9e2667,2026-08-23T17:59:00Z,NVIDIA GeForce RTX 3090,13.2,12.4,first_add_v2,1025,FP32,256,3,20,100,5,5.07904,5.13024,5.19782,0.043251,0.799183,3,2,1024,2.4637,2.4637,4.14373e-07,8.11523e-10,0.00256306
c9e2667,2026-08-23T17:59:00Z,NVIDIA GeForce RTX 3090,13.2,12.4,warp_shuffle_v3,1025,FP32,256,3,20,100,5,4.80256,4.82304,4.90899,0.0429594,0.850086,3,2,1024,2.4637,2.4637,4.14373e-07,8.11523e-10,0.00256306
c9e2667,2026-08-23T17:59:00Z,NVIDIA GeForce RTX 3090,13.2,12.4,interleaved_v0,1000003,FP32,256,3907,20,100,5,28.119,28.1293,28.1293,0.00501659,142.201,3907,3,1024,-304.132,-304.132,9.51785e-05,1.90485e-10,2.49833
c9e2667,2026-08-23T17:59:00Z,NVIDIA GeForce RTX 3090,13.2,12.4,sequential_v1,1000003,FP32,256,3907,20,100,5,20.2854,20.2957,20.2957,0.00501659,197.087,3907,3,1024,-304.132,-304.132,2.68918e-05,5.38197e-11,2.49833
c9e2667,2026-08-23T17:59:01Z,NVIDIA GeForce RTX 3090,13.2,12.4,first_add_v2,1000003,FP32,256,1954,20,100,5,13.9674,13.9878,17.7889,1.75235,285.964,1954,3,1024,-304.132,-304.132,6.4661e-05,1.29409e-10,2.49833
c9e2667,2026-08-23T17:59:01Z,NVIDIA GeForce RTX 3090,13.2,12.4,warp_shuffle_v3,1000003,FP32,256,1954,20,100,5,10.0045,10.0352,10.0454,0.0166382,398.598,1954,3,1024,-304.132,-304.132,6.4661e-05,1.29409e-10,2.49833
c9e2667,2026-08-23T17:59:01Z,NVIDIA GeForce RTX 3090,13.2,12.4,interleaved_v0,16777219,FP32,256,65537,20,100,5,322.243,347.31,347.331,11.3137,193.225,65537,4,1024,-6263.99,-6263.99,0.000122592,1.46175e-11,41.9334
c9e2667,2026-08-23T17:59:02Z,NVIDIA GeForce RTX 3090,13.2,12.4,sequential_v1,16777219,FP32,256,65537,20,100,5,211.958,211.968,211.968,0.00501776,316.599,65537,4,1024,-6263.99,-6263.99,0.000365689,4.36036e-11,41.9334
c9e2667,2026-08-23T17:59:02Z,NVIDIA GeForce RTX 3090,13.2,12.4,first_add_v2,16777219,FP32,256,32769,20,100,5,111.974,113.961,115.124,1.40329,588.876,32769,3,1024,-6263.99,-6263.99,0.000610874,7.28386e-11,41.9334
c9e2667,2026-08-23T17:59:03Z,NVIDIA GeForce RTX 3090,13.2,12.4,warp_shuffle_v3,16777219,FP32,256,32769,20,100,5,82.432,82.4422,82.6184,0.0855764,814.011,32769,3,1024,-6263.99,-6263.99,0.000610874,7.28386e-11,41.9334
