git_commit,timestamp,gpu_name,cuda_driver_api_version,cuda_runtime_version,kernel_name,n,dtype,block,first_stage_grid,warmup_count,iteration_count,group_count,min_us,median_us,p95_us,stddev_us,lower_bound_bandwidth_gbps,first_stage_partial_count,kernel_launch_count,static_shared_memory_bytes,gpu_result,cpu_double_reference,max_abs_error,normalized_error,tolerance
bdea4f9,2026-08-23T17:25:20Z,NVIDIA GeForce RTX 3090,13.2,12.4,interleaved_v0,1023,FP32,256,4,20,100,5,5.82656,5.8368,5.84704,0.00766278,0.701069,4,2,1024,2.193,2.193,1.04594e-06,2.05254e-09,0.00255791
bdea4f9,2026-08-23T17:25:20Z,NVIDIA GeForce RTX 3090,13.2,12.4,sequential_v1,1023,FP32,256,4,20,100,5,4.83328,4.85376,4.88653,0.0200662,0.843058,4,2,1024,2.193,2.193,9.22664e-08,1.81063e-10,0.00255791
bdea4f9,2026-08-23T17:25:20Z,NVIDIA GeForce RTX 3090,13.2,12.4,interleaved_v0,1024,FP32,256,4,20,100,5,5.87776,5.888,5.90643,0.0104429,0.695652,4,2,1024,2.8429,2.8429,1.46317e-06,2.86766e-09,0.00256116
bdea4f9,2026-08-23T17:25:21Z,NVIDIA GeForce RTX 3090,13.2,12.4,sequential_v1,1024,FP32,256,4,20,100,5,4.82304,5.2736,19.628,6.58691,0.776699,4,2,1024,2.8429,2.8429,5.09499e-07,9.98562e-10,0.00256116
bdea4f9,2026-08-23T17:25:21Z,NVIDIA GeForce RTX 3090,13.2,12.4,interleaved_v0,1025,FP32,256,5,20,100,5,5.91872,5.91872,5.92691,0.00409603,0.692717,5,2,1024,2.4637,2.4637,1.49298e-06,2.92389e-09,0.00256306
bdea4f9,2026-08-23T17:25:21Z,NVIDIA GeForce RTX 3090,13.2,12.4,sequential_v1,1025,FP32,256,5,20,100,5,4.78208,4.79232,4.83328,0.0218666,0.855535,5,2,1024,2.4637,2.4637,5.39301e-07,1.05619e-09,0.00256306
bdea4f9,2026-08-23T17:25:22Z,NVIDIA GeForce RTX 3090,13.2,12.4,interleaved_v0,1000003,FP32,256,3907,20,100,5,28.1293,28.1395,28.16,0.0122881,142.149,3907,3,1024,-304.132,-304.132,9.51785e-05,1.90485e-10,2.49833
bdea4f9,2026-08-23T17:25:22Z,NVIDIA GeForce RTX 3090,13.2,12.4,sequential_v1,1000003,FP32,256,3907,20,100,5,20.3366,20.3469,20.3551,0.00647639,196.591,3907,3,1024,-304.132,-304.132,2.68918e-05,5.38197e-11,2.49833
bdea4f9,2026-08-23T17:25:22Z,NVIDIA GeForce RTX 3090,13.2,12.4,interleaved_v0,16777219,FP32,256,65537,20,100,5,347.3,347.31,347.369,0.0293902,193.225,65537,4,1024,-6263.99,-6263.99,0.000122592,1.46175e-11,41.9334
bdea4f9,2026-08-23T17:25:23Z,NVIDIA GeForce RTX 3090,13.2,12.4,sequential_v1,16777219,FP32,256,65537,20,100,5,211.333,211.343,211.403,0.029394,317.535,65537,4,1024,-6263.99,-6263.99,0.000365689,4.36036e-11,41.9334
