Time (%),Total Time (ns),Instances,Avg (ns),Med (ns),Min (ns),Max (ns),StdDev (ns),Name
100.0,116075,18,6448.6,1822.5,1790,16208,6707.5,"cuda_foundations::reduction::sequential_reduction_kernel(const float *, float *, unsigned long)"
