Time (%),Total Time (ns),Instances,Avg (ns),Med (ns),Min (ns),Max (ns),StdDev (ns),Name
100.0,164568,18,9142.7,2496.0,2433,23076,9669.8,"cuda_foundations::reduction::interleaved_reduction_kernel(const float *, float *, unsigned long)"
