Time (%),Total Time (ns),Instances,Avg (ns),Med (ns),Min (ns),Max (ns),StdDev (ns),Name
100.0,1296399,16,81024.9,80975.0,80510,81759,298.8,"cuda_foundations::streams::stream_padded_transpose_kernel(const float *, float *, unsigned long, unsigned long)"
