Time (%),Total Time (ns),Instances,Avg (ns),Med (ns),Min (ns),Max (ns),StdDev (ns),Name
100.0,1298006,16,81125.4,81093.5,80774,81925,277.5,"cuda_foundations::streams::stream_padded_transpose_kernel(const float *, float *, unsigned long, unsigned long)"
