Time (%),Total Time (ns),Instances,Avg (ns),Med (ns),Min (ns),Max (ns),StdDev (ns),Name
100.0,53820,18,2990.0,1619.5,1602,6507,1953.0,"cuda_foundations::reduction::warp_shuffle_reduction_kernel(const float *, float *, unsigned long)"
