Time (%),Total Time (ns),Instances,Avg (ns),Med (ns),Min (ns),Max (ns),StdDev (ns),Name
100.0,76746,18,4263.7,1855.5,1823,9597,3477.4,"cuda_foundations::reduction::first_add_reduction_kernel(const float *, float *, unsigned long)"
